merchant_name,has_logo,impact,primary_category,secondary_category,other_categories,corrected_merchant_name,other_comments
Ovo Energy,yes,,Bills,Housing,Utilities,,
Oyster,yes,,Transport,,,,
Pact coffee,yes,,Coffee,,,,
Paperchase,yes,,Expenses,,Stationary,,
ParentPay,yes,,Education,,,,
Patisserie Valerie,yes,,Coffee,,,,
Patty And Bun,yes,,EatingOut,,,,
PayByPhone,yes,,Expenses,,,,
Paymentshield,yes,,Expenses,,,,
PCWorld.com,no,,Shopping,,,,
Peacock's Stores,yes,,Shopping,,,,
Perk Box,yes,,Shopping,,,,
Peterborough Energy,no,,Bills,Housing,Utilities,,
Pets at Home,yes,,Bills,,Pets,,
PFP Energy,yes,,Bills,Housing,Utilities,,
Pizza Express,yes,,EatingOut,,,,
Pizza Union,no,,EatingOut,,,,
Planet Organic,no,,Groceries,,,,
PlusNet,yes,,Bills,,,,
Pod Food,yes,,Lunch,,,,
Polo Factory Store,no,,Shopping,,,,
Post Office,yes,,Expenses,,,,
Poundland,yes,,Shopping,,,,
PoundStretcher,yes,,Shopping,,,,
Poundworld,yes,,Shopping,,,,
Powershop,yes,,Bills,Housing,Utilities,,
Premier Inn,no,,Travel,,,,
Premier Stores,yes,,Shopping,,,,
Prezzo,no,,EatingOut,,,,
Privilege Insurance,no,,Bills,,Insurance,,
Protect your bubble,yes,,Bills,,Insurance,,
Protein Haus,yes,,EatingOut,,,,
Prudential Financial,yes,,Bills,,Insurance,,
Psycle,no,,PersonalCare,,Gym,,
Pure,yes,,Lunch,,,,
Pure Gym,yes,,PersonalCare,,Gym,,
Purple Parking,no,,Transport,,,,
PWC,yes,,Expenses,,,,
QuickQuid,yes,,Expenses,,,,
Quidco,yes,,Shopping,,,,
Qvc Uk,yes,,Shopping,,,,
Rakuten,yes,,Shopping,,,,
RBS,yes,,Bills,,Internal,,
Rebtel,no,,Expenses,,,,
Red 5,no,,Shopping,,,,
Reiss,yes,,Shopping,,,,
RingGo,yes,,Transport,,,,
Ritazza,yes,,Coffee,,,,
Riverford Organic Vegetables,yes,,Groceries,,,,
Robert Dyas,yes,,Shopping,,,,
Robin Hood Energy,no,,Bills,Housing,Utilities,,
Rogers,yes,,Bills,Housing,Utilities,,
Royal Alliance Insurance,no,,Bills,,Insurance,,
RSPB,yes,,Charity,,,,
Russell & Bromley,yes,,Shopping,,,,
Ryman,yes,,Shopping,,Stationary,,
SafetyNet Credit,yes,,Expenses,,,,
Saffron,yes,,Shopping,,,,
Sainsbury's Energy,no,,Bills,Housing,Utilities,,
Sarah Raven,no,,Shopping,,,,
Savers,no,,PersonalCare,,,,
Savers Health & Beauty,yes,,PersonalCare,,,,
Schuh,yes,,Shopping,,,,
Scotmid,no,,Transport,,,,
ScotRail,yes,,Transport,,,,
Scottish Building Society,no,,Expenses,,,,
Scottish Equitable,yes,,Investments,,,,
Scottish Hydro,yes,,Bills,Housing,Utilities,,
Scottish Provident,yes,,Investments,,,,
Scottish Widows,yes,,Investments,,,,
ScottishPower,yes,,Bills,Housing,Utilities,,
Screwfix,yes,,Shopping,,,,
SE Gas,yes,,Bills,Housing,Utilities,,
Seatwave,no,,Leisure,,,,
Selfridges,no,,Shopping,,,,
Shake Shack,yes,,EatingOut,,,,
ShopTo.Net,no,,Shopping,,,,
Simply Be,yes,,Shopping,,,,
Skipton Building Society,no,,Bills,,,,
Sky Betting and Gaming,no,,Expenses,,Gambling,,
Slug And Lettuce,yes,,Drinks,,,,
Smyths Toys,yes,,Shopping,,,,
Snapfish,yes,,Expenses,,Stationary,,
Snappy Snaps,yes,,Expenses,,Stationary,,
SO Energy,no,,Bills,Housing,Utilities,,
Sofa.com,no,,Shopping,,,,
South West Trains,yes,,Transport,,,,
Southend Energy,no,,Bills,Housing,Utilities,,
Southern Co-op,no,,Bills,Housing,Utilities,,
Southern Electric,yes,,Bills,Housing,Utilities,,
Southern Rail,no,,Transport,,,,
Spark Energy,yes,,Bills,Housing,Utilities,,
Specsavers,yes,,PersonalCare,,,,
Sportingbet,yes,,Expenses,,Gambling,,
Sports Direct,yes,,Shopping,,,,
Squarespace,yes,,Expenses,,,,
SSE,yes,,Bills,Housing,Utilities,,
SSE Phone,yes,,Bills,Housing,Utilities,,
STEAMGAMES,yes,,Leisure,,Gaming,,
Stripe,yes,,Bills,,,,
Student Loans Company,no,,Education,,,,
Sunglass Hut,yes,,Shopping,,,,
SunLife,yes,,Bills,,Insurance,,
Supercell,no,,Leisure,,Gaming,,
Superdrug,yes,,PersonalCare,,,,
Superdry,yes,,Shopping,,,,
SWALEC,yes,,Bills,Housing,Utilities,,
Sweaty Betty,yes,,Shopping,,,,
Swinton Insurance,no,,Bills,,Insurance,,
T J Hughes,no,,Shopping,,,,
T-Mobile,yes,,Bills,,,,
T.G.I. Friday's,yes,,EatingOut,,,,
Talkmobile,yes,,Bills,,,,
TalkTalk Telecom Group,no,,Bills,Housing,Utilities,,
Tandem Bank,no,,Bills,,,,
Telegraph Media Group,no,,Bills,,,,
Tesco Express,yes,,Groceries,,,,
Tesco Mobile,yes,,Bills,,,,
Tesco Petrol,yes,,Transport,,,,
Thames Water,yes,,Bills,Housing,Utilities,,
The Chandos,no,,Coffee,,,,
The Clarence,no,,Drinks,,,,
The Economist Newspaper,no,,Leisure,,,,
The Energy Deal,no,,Bills,,,,
The Fragrance Shop,no,,Shopping,,,,
The Japanese Canteen,yes,,EatingOut,,,,
The Links,no,,Shopping,,,,
The Perfume Shop,yes,,Shopping,,,,
The Queens Head Hotel,no,,Drinks,,,,
The Range,yes,,Shopping,,,,
The Salvation Army,no,,Charity,,,,
The Savanna,no,,Shopping,,,,
The Second Bridge,no,,Drinks,,,,
Thomas Cook,yes,,Travel,,,,
Thomson Holidays,no,,Travel,,,,
Thorntons,yes,,Shopping,,,,
Thrifty Car,no,,Transport,,,,
Ticketmaster,yes,,Leisure,,,,
Timpson,yes,,Expenses,,,,
TK Maxx,yes,,Shopping,,,,
Tombola.co.uk,yes,,Expenses,,Gambling,,
Toolstation,yes,,Shopping,,,,
Topps Tiles,yes,,Shopping,,,,
Tortilla,no,,Lunch,,,,
Tossed,yes,,Lunch,,,,
Toto Energy,yes,,Bills,Housing,Utilities,,
Transport for London,yes,,Transport,,,,
Travelex,yes,,Bills,,,,
Truphone,no,,Bills,,,,
Turnbull & Asser,no,,Shopping,,,,
TV Licensing,yes,,Bills,,,,
UK Power Networks,no,,Bills,Housing,Utilities,,
Upper Crust,no,,Lunch,,,,
Urban Outfitters,yes,,Shopping,,,,
USC,yes,,Shopping,,,,
Utilita,yes,,Bills,Housing,Utilities,,
Utility Warehouse,yes,,Bills,Housing,Utilities,,
Very,no,,Shopping,,,,
Virgin Media,yes,,Bills,,,,
Virgin Mobile,no,,Bills,,,,
Virgin Money,yes,,Bills,,,,
Virgin Trains,no,,Transport,,,,
VISION EXPRESS,yes,,PersonalCare,,,,
Vital Ingredient,yes,,Lunch,,,,
WageDayAdvance,no,,Expenses,,,,
Waitrose,yes,,Groceries,,,,
Wales & West Utilities,no,,Bills,Housing,Utilities,,
Wallis,yes,,Shopping,,,,
Wasabi,no,,Lunch,,,,
Watches of Switzerland,no,,Shopping,,,,
Waterstone's,no,,Shopping,,,,
Welcome Break,no,,Transport,,,,
Wendy's,no,,EatingOut,,,,
Wessex Water,no,,Bills,Housing,Utilities,,
West Coast Trains,no,,Transport,,,,
Which,yes,,Bills,,,,
Whistlestop,yes,,Groceries,,,,
White Rose Energy,no,,Bills,Housing,Utilities,,
Whittard of Chelsea,no,,Shopping,,,,
Whole Foods,no,,Groceries,,,,
WHSmith,yes,,Shopping,,,,
Wickes,yes,,Shopping,,,,
Wiggle.com,yes,,Shopping,,,,
Wilko,yes,,Shopping,,,,
Wirral Council,no,,Bills,,,,
Wonga,yes,,Expenses,,,,
Work and Child Tax Credit,no,,Other,,,,
World Duty Free,yes,,Shopping,,,,
World Vision,yes,,Charity,,,,
Wowcher,yes,,Shopping,,,,
Yorkshire Building Society,no,,Bills,,,,
Yoyo Wallet,yes,,Bills,,,,
Zipcar,yes,,Transport,,,,
Zizzi,yes,,EatingOut,,,,
Zog Energy,yes,,Bills,Housing,Utilities,,
Zopa,yes,,Bills,,,,
